#x [fm] 	 y [fm] 	 T [GeV] 
3.20145	-5.00227	0.00713151
3.40154	-5.00227	0.00713151
3.60163	-5.00227	0.00713151
3.80172	-5.00227	0.00713151
4.00182	-5.00227	0.00713151
4.20191	-5.00227	0.00713151
4.402	-5.00227	0.00713151
4.60209	-5.00227	0.00713151
4.80218	-5.00227	0.00713151
5.00227	-5.00227	0.00713151
5.20236	-5.00227	0.00713151
5.40245	-5.00227	0.00713151
5.60254	-5.00227	0.00713151
5.80263	-5.00227	0.00713151
6.00272	-5.00227	0.00713151
6.20281	-5.00227	0.00713151
6.4029	-5.00227	0.00713151
6.603	-5.00227	0.00713151
6.80309	-5.00227	0.00713151
7.00318	-5.00227	0.00713151
7.20327	-5.00227	0.00713151
7.40336	-5.00227	0.00713151
7.60345	-5.00227	0.00713151
7.80354	-5.00227	0.00713151
8.00363	-5.00227	0.00713151
8.20372	-5.00227	0.00713151
8.40381	-5.00227	0.00713151
8.6039	-5.00227	0.00713151
8.80399	-5.00227	0.00713151
9.00408	-5.00227	0.00713151
9.20418	-5.00227	0.00713151
9.40427	-5.00227	0.00713151
9.60436	-5.00227	0.00713151
9.80445	-5.00227	0.00713151
10.0045	-5.00227	0.00713151

-9.80445	-4.80218	0.00713151
-9.60436	-4.80218	0.00713151
-9.40427	-4.80218	0.00713151
-9.20418	-4.80218	0.00713151
-9.00408	-4.80218	0.00713151
-8.80399	-4.80218	0.00713151
-8.6039	-4.80218	0.00713151
-8.40381	-4.80218	0.00713151
-8.20372	-4.80218	0.00713151
-8.00363	-4.80218	0.00713151
-7.80354	-4.80218	0.00713151
-7.60345	-4.80218	0.00713151
-7.40336	-4.80218	0.00713151
-7.20327	-4.80218	0.00713151
-7.00318	-4.80218	0.00713151
-6.80309	-4.80218	0.00713151
-6.603	-4.80218	0.00713151
-6.4029	-4.80218	0.00713151
-6.20281	-4.80218	0.00713151
-6.00272	-4.80218	0.00713151
-5.80263	-4.80218	0.00713151
-5.60254	-4.80218	0.00713151
-5.40245	-4.80218	0.00713151
-5.20236	-4.80218	0.00713151
-5.00227	-4.80218	0.00713151
-4.80218	-4.80218	0.00713151
-4.60209	-4.80218	0.00713151
-4.402	-4.80218	0.00713151
-4.20191	-4.80218	0.00713151
-4.00182	-4.80218	0.00713151
-3.80172	-4.80218	0.00713151
-3.60163	-4.80218	0.00713151
-3.40154	-4.80218	0.00713151
-3.20145	-4.80218	0.00713151
-3.00136	-4.80218	0.00713151
-2.80127	-4.80218	0.00713151
-2.60118	-4.80218	0.00713151
-2.40109	-4.80218	0.00713151
-2.201	-4.80218	0.00713151
-2.00091	-4.80218	0.00713151
-1.80082	-4.80218	0.00713151
-1.60073	-4.80218	0.00713151
-1.40064	-4.80218	0.00713151
-1.20054	-4.80218	0.00713151
-1.00045	-4.80218	0.00713151
-0.800363	-4.80218	0.00713151
-0.600272	-4.80218	0.00713151
-0.400182	-4.80218	0.00713151
-0.200091	-4.80218	0.00713151
0	-4.80218	0.00713151
0.200091	-4.80218	0.00713151
0.400182	-4.80218	0.00713151
0.600272	-4.80218	0.00713151
0.800363	-4.80218	0.00713151
1.00045	-4.80218	0.00713151
1.20054	-4.80218	0.00713151
1.40064	-4.80218	0.00713151
1.60073	-4.80218	0.00713151
1.80082	-4.80218	0.00713151
2.00091	-4.80218	0.00713151
2.201	-4.80218	0.00713151
2.40109	-4.80218	0.00713151
2.60118	-4.80218	0.00713151
2.80127	-4.80218	0.00713151
3.00136	-4.80218	0.00713151
3.20145	-4.80218	0.00713151
3.40154	-4.80218	0.00713151
3.60163	-4.80218	0.00713151
3.80172	-4.80218	0.00713151
4.00182	-4.80218	0.00713151
4.20191	-4.80218	0.00713151
4.402	-4.80218	0.00713151
4.60209	-4.80218	0.00713151
4.80218	-4.80218	0.00713151
5.00227	-4.80218	0.00713151
5.20236	-4.80218	0.00713151
5.40245	-4.80218	0.00713151
5.60254	-4.80218	0.00713151
5.80263	-4.80218	0.00713151
6.00272	-4.80218	0.00713151
6.20281	-4.80218	0.00713151
6.4029	-4.80218	0.00713151
6.603	-4.80218	0.00713151
6.80309	-4.80218	0.00713151
7.00318	-4.80218	0.00713151
7.20327	-4.80218	0.00713151
7.40336	-4.80218	0.00713151
7.60345	-4.80218	0.00713151
7.80354	-4.80218	0.00713151
8.00363	-4.80218	0.00713151
8.20372	-4.80218	0.00713151
8.40381	-4.80218	0.00713151
8.6039	-4.80218	0.00713151
8.80399	-4.80218	0.00713151
9.00408	-4.80218	0.00713151
9.20418	-4.80218	0.00713151
9.40427	-4.80218	0.00713151
9.60436	-4.80218	0.00713151
9.80445	-4.80218	0.00713151
10.0045	-4.80218	0.00713151

-9.80445	-4.60209	0.00713151
-9.60436	-4.60209	0.00713151
-9.40427	-4.60209	0.00713151
-9.20418	-4.60209	0.00713151
-9.00408	-4.60209	0.00713151
-8.80399	-4.60209	0.00713151
-8.6039	-4.60209	0.00713151
-8.40381	-4.60209	0.00713151
-8.20372	-4.60209	0.00713151
-8.00363	-4.60209	0.00713151
-7.80354	-4.60209	0.00713151
-7.60345	-4.60209	0.00713151
-7.40336	-4.60209	0.00713151
-7.20327	-4.60209	0.00713151
-7.00318	-4.60209	0.00713151
-6.80309	-4.60209	0.00713151
-6.603	-4.60209	0.00713151
-6.4029	-4.60209	0.00713151
-6.20281	-4.60209	0.00713151
-6.00272	-4.60209	0.00713151
-5.80263	-4.60209	0.00713151
-5.60254	-4.60209	0.00713151
-5.40245	-4.60209	0.00713151
-5.20236	-4.60209	0.00713151
-5.00227	-4.60209	0.00713151
-4.80218	-4.60209	0.00713151
-4.60209	-4.60209	0.00713151
-4.402	-4.60209	0.00713151
-4.20191	-4.60209	0.00713151
-4.00182	-4.60209	0.00713151
-3.80172	-4.60209	0.00713151
-3.60163	-4.60209	0.00713151
-3.40154	-4.60209	0.00713151
-3.20145	-4.60209	0.00713151
-3.00136	-4.60209	0.00713151
-2.80127	-4.60209	0.00713151
-2.60118	-4.60209	0.00713151
-2.40109	-4.60209	0.00713151
-2.201	-4.60209	0.00713151
-2.00091	-4.60209	0.00713151
-1.80082	-4.60209	0.00713151
-1.60073	-4.60209	0.00713151
-1.40064	-4.60209	0.00713151
-1.20054	-4.60209	0.00713151
-1.00045	-4.60209	0.00713151
-0.800363	-4.60209	0.00713151
-0.600272	-4.60209	0.00713151
-0.400182	-4.60209	0.00713151
-0.200091	-4.60209	0.00713151
0	-4.60209	0.00713151
0.200091	-4.60209	0.00713151
0.400182	-4.60209	0.00713151
0.600272	-4.60209	0.00713151
0.800363	-4.60209	0.00713151
1.00045	-4.60209	0.00713151
1.20054	-4.60209	0.00713151
1.40064	-4.60209	0.00713151
1.60073	-4.60209	0.00713151
1.80082	-4.60209	0.00713151
2.00091	-4.60209	0.00713151
2.201	-4.60209	0.00713151
2.40109	-4.60209	0.00713151
2.60118	-4.60209	0.00713151
2.80127	-4.60209	0.00713151
3.00136	-4.60209	0.00713151
3.20145	-4.60209	0.00713151
3.40154	-4.60209	0.00713151
3.60163	-4.60209	0.00713151
3.80172	-4.60209	0.00713151
4.00182	-4.60209	0.00713151
4.20191	-4.60209	0.00713151
4.402	-4.60209	0.00713151
4.60209	-4.60209	0.00713151
4.80218	-4.60209	0.00713151
5.00227	-4.60209	0.00713151
5.20236	-4.60209	0.00713151
5.40245	-4.60209	0.00713151
5.60254	-4.60209	0.00713151
5.80263	-4.60209	0.00713151
6.00272	-4.60209	0.00713151
6.20281	-4.60209	0.00713151
6.4029	-4.60209	0.00713151
6.603	-4.60209	0.00713151
6.80309	-4.60209	0.00713151
7.00318	-4.60209	0.00713151
7.20327	-4.60209	0.00713151
7.40336	-4.60209	0.00713151
7.60345	-4.60209	0.00713151
7.80354	-4.60209	0.00713151
8.00363	-4.60209	0.00713151
8.20372	-4.60209	0.00713151
8.40381	-4.60209	0.00713151
8.6039	-4.60209	0.00713151
8.80399	-4.60209	0.00713151
9.00408	-4.60209	0.00713151
9.20418	-4.60209	0.00713151
9.40427	-4.60209	0.00713151
9.60436	-4.60209	0.00713151
9.80445	-4.60209	0.00713151
10.0045	-4.60209	0.00713151

-9.80445	-4.402	0.00713151
-9.60436	-4.402	0.00713151
-9.40427	-4.402	0.00713151
-9.20418	-4.402	0.00713151
-9.00408	-4.402	0.00713151
-8.80399	-4.402	0.00713151
-8.6039	-4.402	0.00713151
-8.40381	-4.402	0.00713151
-8.20372	-4.402	0.00713151
-8.00363	-4.402	0.00713151
-7.80354	-4.402	0.00713151
-7.60345	-4.402	0.00713151
-7.40336	-4.402	0.00713151
-7.20327	-4.402	0.00713151
-7.00318	-4.402	0.00713151
-6.80309	-4.402	0.00713151
-6.603	-4.402	0.00713151
-6.4029	-4.402	0.00713151
-6.20281	-4.402	0.00713151
-6.00272	-4.402	0.00713151
-5.80263	-4.402	0.00713151
-5.60254	-4.402	0.00713151
-5.40245	-4.402	0.00713151
-5.20236	-4.402	0.00713151
-5.00227	-4.402	0.00713151
-4.80218	-4.402	0.00713151
-4.60209	-4.402	0.00713151
-4.402	-4.402	0.00713151
-4.20191	-4.402	0.00713151
-4.00182	-4.402	0.00713151
-3.80172	-4.402	0.00713151
-3.60163	-4.402	0.00713151
-3.40154	-4.402	0.00713151
-3.20145	-4.402	0.00713151
-3.00136	-4.402	0.00713151
-2.80127	-4.402	0.00713151
-2.60118	-4.402	0.00713151
-2.40109	-4.402	0.00713151
-2.201	-4.402	0.00713151
-2.00091	-4.402	0.00713151
-1.80082	-4.402	0.00713151
-1.60073	-4.402	0.00713151
-1.40064	-4.402	0.00713151
-1.20054	-4.402	0.00713151
-1.00045	-4.402	0.00713151
-0.800363	-4.402	0.00713151
-0.600272	-4.402	0.00713151
-0.400182	-4.402	0.00713151
-0.200091	-4.402	0.00713151
0	-4.402	0.00713151
0.200091	-4.402	0.00713151
0.400182	-4.402	0.00713151
0.600272	-4.402	0.00713151
0.800363	-4.402	0.00713151
1.00045	-4.402	0.00713151
1.20054	-4.402	0.00713151
1.40064	-4.402	0.00713151
1.60073	-4.402	0.00713151
1.80082	-4.402	0.00713151
2.00091	-4.402	0.00713151
2.201	-4.402	0.00713151
2.40109	-4.402	0.00713151
2.60118	-4.402	0.00713151
2.80127	-4.402	0.00713151
3.00136	-4.402	0.00713151
3.20145	-4.402	0.00713151
3.40154	-4.402	0.00713151
3.60163	-4.402	0.00713151
3.80172	-4.402	0.00713151
4.00182	-4.402	0.00713151
4.20191	-4.402	0.00713151
4.402	-4.402	0.00713151
4.60209	-4.402	0.00713151
4.80218	-4.402	0.00713151
5.00227	-4.402	0.00713151
5.20236	-4.402	0.00713151
5.40245	-4.402	0.00713151
5.60254	-4.402	0.00713151
5.80263	-4.402	0.00713151
6.00272	-4.402	0.00713151
6.20281	-4.402	0.00713151
6.4029	-4.402	0.00713151
6.603	-4.402	0.00713151
6.80309	-4.402	0.00713151
7.00318	-4.402	0.00713151
7.20327	-4.402	0.00713151
7.40336	-4.402	0.00713151
7.60345	-4.402	0.00713151
7.80354	-4.402	0.00713151
8.00363	-4.402	0.00713151
8.20372	-4.402	0.00713151
8.40381	-4.402	0.00713151
8.6039	-4.402	0.00713151
8.80399	-4.402	0.00713151
9.00408	-4.402	0.00713151
9.20418	-4.402	0.00713151
9.40427	-4.402	0.00713151
9.60436	-4.402	0.00713151
9.80445	-4.402	0.00713151
10.0045	-4.402	0.00713151

-9.80445	-4.20191	0.00713151
-9.60436	-4.20191	0.00713151
-9.40427	-4.20191	0.00713151
-9.20418	-4.20191	0.00713151
-9.00408	-4.20191	0.00713151
-8.80399	-4.20191	0.00713151
-8.6039	-4.20191	0.00713151
-8.40381	-4.20191	0.00713151
-8.20372	-4.20191	0.00713151
-8.00363	-4.20191	0.00713151
-7.80354	-4.20191	0.00713151
-7.60345	-4.20191	0.00713151
-7.40336	-4.20191	0.00713151
-7.20327	-4.20191	0.00713151
-7.00318	-4.20191	0.00713151
-6.80309	-4.20191	0.00713151
-6.603	-4.20191	0.00713151
-6.4029	-4.20191	0.00713151
-6.20281	-4.20191	0.00713151
-6.00272	-4.20191	0.00713151
-5.80263	-4.20191	0.00713151
-5.60254	-4.20191	0.00713151
-5.40245	-4.20191	0.00713151
-5.20236	-4.20191	0.00713151
-5.00227	-4.20191	0.00713151
-4.80218	-4.20191	0.00713151
-4.60209	-4.20191	0.00713151
-4.402	-4.20191	0.00713151
-4.20191	-4.20191	0.00713151
-4.00182	-4.20191	0.00713151
-3.80172	-4.20191	0.00713151
-3.60163	-4.20191	0.00713151
-3.40154	-4.20191	0.00713151
-3.20145	-4.20191	0.00713151
-3.00136	-4.20191	0.00713151
-2.80127	-4.20191	0.00713151
-2.60118	-4.20191	0.00713151
-2.40109	-4.20191	0.00713151
-2.201	-4.20191	0.00713151
-2.00091	-4.20191	0.00713151
-1.80082	-4.20191	0.00713151
-1.60073	-4.20191	0.00713151
-1.40064	-4.20191	0.00713151
-1.20054	-4.20191	0.00713151
-1.00045	-4.20191	0.00713151
-0.800363	-4.20191	0.00713151
-0.600272	-4.20191	0.00713151
-0.400182	-4.20191	0.00713151
-0.200091	-4.20191	0.00713151
0	-4.20191	0.00713151
0.200091	-4.20191	0.00713151
0.400182	-4.20191	0.00713151
0.600272	-4.20191	0.00713151
0.800363	-4.20191	0.00713151
1.00045	-4.20191	0.00713151
1.20054	-4.20191	0.00713151
1.40064	-4.20191	0.00713151
1.60073	-4.20191	0.00713151
1.80082	-4.20191	0.00713151
2.00091	-4.20191	0.00713151
2.201	-4.20191	0.00713151
2.40109	-4.20191	0.00713151
2.60118	-4.20191	0.00713151
2.80127	-4.20191	0.00713151
3.00136	-4.20191	0.00713151
3.20145	-4.20191	0.00713151
3.40154	-4.20191	0.00713151
3.60163	-4.20191	0.00713151
3.80172	-4.20191	0.00713151
4.00182	-4.20191	0.00713151
4.20191	-4.20191	0.00713151
4.402	-4.20191	0.00713151
4.60209	-4.20191	0.00713151
4.80218	-4.20191	0.00713151
5.00227	-4.20191	0.00713151
5.20236	-4.20191	0.00713151
5.40245	-4.20191	0.00713151
5.60254	-4.20191	0.00713151
5.80263	-4.20191	0.00713151
6.00272	-4.20191	0.00713151
6.20281	-4.20191	0.00713151
6.4029	-4.20191	0.00713151
6.603	-4.20191	0.00713151
6.80309	-4.20191	0.00713151
7.00318	-4.20191	0.00713151
7.20327	-4.20191	0.00713151
7.40336	-4.20191	0.00713151
7.60345	-4.20191	0.00713151
7.80354	-4.20191	0.00713151
8.00363	-4.20191	0.00713151
8.20372	-4.20191	0.00713151
8.40381	-4.20191	0.00713151
8.6039	-4.20191	0.00713151
8.80399	-4.20191	0.00713151
9.00408	-4.20191	0.00713151
9.20418	-4.20191	0.00713151
9.40427	-4.20191	0.00713151
9.60436	-4.20191	0.00713151
9.80445	-4.20191	0.00713151
10.0045	-4.20191	0.00713151

-9.80445	-4.00182	0.00713151
-9.60436	-4.00182	0.00713151
-9.40427	-4.00182	0.00713151
-9.20418	-4.00182	0.00713151
-9.00408	-4.00182	0.00713151
-8.80399	-4.00182	0.00713151
-8.6039	-4.00182	0.00713151
-8.40381	-4.00182	0.00713151
-8.20372	-4.00182	0.00713151
-8.00363	-4.00182	0.00713151
-7.80354	-4.00182	0.00713151
-7.60345	-4.00182	0.00713151
-7.40336	-4.00182	0.00713151
-7.20327	-4.00182	0.00713151
-7.00318	-4.00182	0.00713151
-6.80309	-4.00182	0.00713151
-6.603	-4.00182	0.00713151
-6.4029	-4.00182	0.00713151
-6.20281	-4.00182	0.00713151
-6.00272	-4.00182	0.00713151
-5.80263	-4.00182	0.00713151
-5.60254	-4.00182	0.00713151
-5.40245	-4.00182	0.00713151
-5.20236	-4.00182	0.00713151
-5.00227	-4.00182	0.00713151
-4.80218	-4.00182	0.00713151
-4.60209	-4.00182	0.00713151
-4.402	-4.00182	0.00713151
-4.20191	-4.00182	0.00713151
-4.00182	-4.00182	0.00713151
-3.80172	-4.00182	0.00713151
-3.60163	-4.00182	0.00713151
-3.40154	-4.00182	0.00713151
-3.20145	-4.00182	0.00713151
-3.00136	-4.00182	0.00713151
-2.80127	-4.00182	0.00713151
-2.60118	-4.00182	0.00713151
-2.40109	-4.00182	0.00713151
-2.201	-4.00182	0.00713151
-2.00091	-4.00182	0.00713151
-1.80082	-4.00182	0.00713151
-1.60073	-4.00182	0.00713151
-1.40064	-4.00182	0.00743212
-1.20054	-4.00182	0.00949104
-1.00045	-4.00182	0.0113892
-0.800363	-4.00182	0.0128407
-0.600272	-4.00182	0.0136016
-0.400182	-4.00182	0.0135392
-0.200091	-4.00182	0.01268
0	-4.00182	0.0112361
0.200091	-4.00182	0.00964686
0.400182	-4.00182	0.00855896
0.600272	-4.00182	0.00822184
0.800363	-4.00182	0.00807678
1.00045	-4.00182	0.00764789
1.20054	-4.00182	0.00713151
1.40064	-4.00182	0.00713151
1.60073	-4.00182	0.00713151
1.80082	-4.00182	0.00713151
2.00091	-4.00182	0.00713151
2.201	-4.00182	0.00713151
2.40109	-4.00182	0.00713151
2.60118	-4.00182	0.00713151
2.80127	-4.00182	0.00713151
3.00136	-4.00182	0.00713151
3.20145	-4.00182	0.00713151
3.40154	-4.00182	0.00713151
3.60163	-4.00182	0.00713151
3.80172	-4.00182	0.00713151
4.00182	-4.00182	0.00713151
4.20191	-4.00182	0.00713151
4.402	-4.00182	0.00713151
4.60209	-4.00182	0.00713151
4.80218	-4.00182	0.00713151
5.00227	-4.00182	0.00713151
5.20236	-4.00182	0.00713151
5.40245	-4.00182	0.00713151
5.60254	-4.00182	0.00713151
5.80263	-4.00182	0.00713151
6.00272	-4.00182	0.00713151
6.20281	-4.00182	0.00713151
6.4029	-4.00182	0.00713151
6.603	-4.00182	0.00713151
6.80309	-4.00182	0.00713151
7.00318	-4.00182	0.00713151
7.20327	-4.00182	0.00713151
7.40336	-4.00182	0.00713151
7.60345	-4.00182	0.00713151
7.80354	-4.00182	0.00713151
8.00363	-4.00182	0.00713151
8.20372	-4.00182	0.00713151
8.40381	-4.00182	0.00713151
8.6039	-4.00182	0.00713151
8.80399	-4.00182	0.00713151
9.00408	-4.00182	0.00713151
9.20418	-4.00182	0.00713151
9.40427	-4.00182	0.00713151
9.60436	-4.00182	0.00713151
9.80445	-4.00182	0.00713151
10.0045	-4.00182	0.00713151

-9.80445	-3.80172	0.00713151
-9.60436	-3.80172	0.00713151
-9.40427	-3.80172	0.00713151
-9.20418	-3.80172	0.00713151
-9.00408	-3.80172	0.00713151
-8.80399	-3.80172	0.00713151
-8.6039	-3.80172	0.00713151
-8.40381	-3.80172	0.00713151
-8.20372	-3.80172	0.00713151
-8.00363	-3.80172	0.00713151
-7.80354	-3.80172	0.00713151
-7.60345	-3.80172	0.00713151
-7.40336	-3.80172	0.00713151
-7.20327	-3.80172	0.00713151
-7.00318	-3.80172	0.00713151
-6.80309	-3.80172	0.00713151
-6.603	-3.80172	0.00713151
-6.4029	-3.80172	0.00713151
-6.20281	-3.80172	0.00713151
-6.00272	-3.80172	0.00713151
-5.80263	-3.80172	0.00713151
-5.60254	-3.80172	0.00713151
-5.40245	-3.80172	0.00713151
-5.20236	-3.80172	0.00713151
-5.00227	-3.80172	0.00713151
-4.80218	-3.80172	0.00713151
-4.60209	-3.80172	0.00713151
-4.402	-3.80172	0.00713151
-4.20191	-3.80172	0.00713151
-4.00182	-3.80172	0.00713151
-3.80172	-3.80172	0.00713151
-3.60163	-3.80172	0.00713151
-3.40154	-3.80172	0.00713151
-3.20145	-3.80172	0.00713151
-3.00136	-3.80172	0.00713151
-2.80127	-3.80172	0.00713151
-2.60118	-3.80172	0.00713151
-2.40109	-3.80172	0.00713151
-2.201	-3.80172	0.00713151
-2.00091	-3.80172	0.00713151
-1.80082	-3.80172	0.00761509
-1.60073	-3.80172	0.010971
-1.40064	-3.80172	0.0148895
-1.20054	-3.80172	0.0190061
-1.00045	-3.80172	0.0211429
-0.800363	-3.80172	0.0223177
-0.600272	-3.80172	0.0229307
-0.400182	-3.80172	0.0228811
-0.200091	-3.80172	0.0221918
0	-3.80172	0.021037
0.200091	-3.80172	0.0194835
0.400182	-3.80172	0.0175567
0.600272	-3.80172	0.0170971
0.800363	-3.80172	0.016879
1.00045	-3.80172	0.0160016
1.20054	-3.80172	0.014321
1.40064	-3.80172	0.0120527
1.60073	-3.80172	0.00953118
1.80082	-3.80172	0.00713151
2.00091	-3.80172	0.00713151
2.201	-3.80172	0.00713151
2.40109	-3.80172	0.00713151
2.60118	-3.80172	0.00713151
2.80127	-3.80172	0.00713151
3.00136	-3.80172	0.00713151
3.20145	-3.80172	0.00713151
3.40154	-3.80172	0.00713151
3.60163	-3.80172	0.00713151
3.80172	-3.80172	0.00713151
4.00182	-3.80172	0.00713151
4.20191	-3.80172	0.00713151
4.402	-3.80172	0.00713151
4.60209	-3.80172	0.00713151
4.80218	-3.80172	0.00713151
5.00227	-3.80172	0.00713151
5.20236	-3.80172	0.00713151
5.40245	-3.80172	0.00713151
5.60254	-3.80172	0.00713151
5.80263	-3.80172	0.00713151
6.00272	-3.80172	0.00713151
6.20281	-3.80172	0.00713151
6.4029	-3.80172	0.00713151
6.603	-3.80172	0.00713151
6.80309	-3.80172	0.00713151
7.00318	-3.80172	0.00713151
7.20327	-3.80172	0.00713151
7.40336	-3.80172	0.00713151
7.60345	-3.80172	0.00713151
7.80354	-3.80172	0.00713151
8.00363	-3.80172	0.00713151
8.20372	-3.80172	0.00713151
8.40381	-3.80172	0.00713151
8.6039	-3.80172	0.00713151
8.80399	-3.80172	0.00713151
9.00408	-3.80172	0.00713151
9.20418	-3.80172	0.00713151
9.40427	-3.80172	0.00713151
9.60436	-3.80172	0.00713151
9.80445	-3.80172	0.00713151
10.0045	-3.80172	0.00713151

-9.80445	-3.60163	0.00713151
-9.60436	-3.60163	0.00713151
-9.40427	-3.60163	0.00713151
-9.20418	-3.60163	0.00713151
-9.00408	-3.60163	0.00713151
-8.80399	-3.60163	0.00713151
-8.6039	-3.60163	0.00713151
-8.40381	-3.60163	0.00713151
-8.20372	-3.60163	0.00713151
-8.00363	-3.60163	0.00713151
-7.80354	-3.60163	0.00713151
-7.60345	-3.60163	0.00713151
-7.40336	-3.60163	0.00713151
-7.20327	-3.60163	0.00713151
-7.00318	-3.60163	0.00713151
-6.80309	-3.60163	0.00713151
-6.603	-3.60163	0.00713151
-6.4029	-3.60163	0.00713151
-6.20281	-3.60163	0.00713151
-6.00272	-3.60163	0.00713151
-5.80263	-3.60163	0.00713151
-5.60254	-3.60163	0.00713151
-5.40245	-3.60163	0.00713151
-5.20236	-3.60163	0.00713151
-5.00227	-3.60163	0.00713151
-4.80218	-3.60163	0.00713151
-4.60209	-3.60163	0.00713151
-4.402	-3.60163	0.00713151
-4.20191	-3.60163	0.00713151
-4.00182	-3.60163	0.00713151
-3.80172	-3.60163	0.00713151
-3.60163	-3.60163	0.00713151
-3.40154	-3.60163	0.00713151
-3.20145	-3.60163	0.00713151
-3.00136	-3.60163	0.00713151
-2.80127	-3.60163	0.00713151
-2.60118	-3.60163	0.00713151
-2.40109	-3.60163	0.00713151
-2.201	-3.60163	0.00713151
-2.00091	-3.60163	0.00954962
-1.80082	-3.60163	0.0144274
-1.60073	-3.60163	0.0202824
-1.40064	-3.60163	0.0232581
-1.20054	-3.60163	0.026355
-1.00045	-3.60163	0.0292137
-0.800363	-3.60163	0.0314059
-0.600272	-3.60163	0.0325573
-0.400182	-3.60163	0.0324647
-0.200091	-3.60163	0.0311772
0	-3.60163	0.0290542
0.200091	-3.60163	0.0268555
0.400182	-3.60163	0.0256058
0.600272	-3.60163	0.0254184
0.800363	-3.60163	0.025304
1.00045	-3.60163	0.0246262
1.20054	-3.60163	0.0233032
1.40064	-3.60163	0.0215061
1.60073	-3.60163	0.0187397
1.80082	-3.60163	0.013922
2.00091	-3.60163	0.00971625
2.201	-3.60163	0.00713151
2.40109	-3.60163	0.00713151
2.60118	-3.60163	0.00713151
2.80127	-3.60163	0.00713151
3.00136	-3.60163	0.00713151
3.20145	-3.60163	0.00713151
3.40154	-3.60163	0.00713151
3.60163	-3.60163	0.00713151
3.80172	-3.60163	0.00713151
4.00182	-3.60163	0.00713151
4.20191	-3.60163	0.00713151
4.402	-3.60163	0.00713151
4.60209	-3.60163	0.00713151
4.80218	-3.60163	0.00713151
5.00227	-3.60163	0.00713151
5.20236	-3.60163	0.00713151
5.40245	-3.60163	0.00713151
5.60254	-3.60163	0.00713151
5.80263	-3.60163	0.00713151
6.00272	-3.60163	0.00713151
6.20281	-3.60163	0.00713151
6.4029	-3.60163	0.00713151
6.603	-3.60163	0.00713151
6.80309	-3.60163	0.00713151
7.00318	-3.60163	0.00713151
7.20327	-3.60163	0.00713151
7.40336	-3.60163	0.00713151
7.60345	-3.60163	0.00713151
7.80354	-3.60163	0.00713151
8.00363	-3.60163	0.00713151
8.20372	-3.60163	0.00713151
8.40381	-3.60163	0.00713151
8.6039	-3.60163	0.00713151
8.80399	-3.60163	0.00713151
9.00408	-3.60163	0.00713151
9.20418	-3.60163	0.00713151
9.40427	-3.60163	0.00713151
9.60436	-3.60163	0.00713151
9.80445	-3.60163	0.00713151
10.0045	-3.60163	0.00713151

-9.80445	-3.40154	0.00713151
-9.60436	-3.40154	0.00713151
-9.40427	-3.40154	0.00713151
-9.20418	-3.40154	0.00713151
-9.00408	-3.40154	0.00713151
-8.80399	-3.40154	0.00713151
-8.6039	-3.40154	0.00713151
-8.40381	-3.40154	0.00713151
-8.20372	-3.40154	0.00713151
-8.00363	-3.40154	0.00713151
-7.80354	-3.40154	0.00713151
-7.60345	-3.40154	0.00713151
-7.40336	-3.40154	0.00713151
-7.20327	-3.40154	0.00713151
-7.00318	-3.40154	0.00713151
-6.80309	-3.40154	0.00713151
-6.603	-3.40154	0.00713151
-6.4029	-3.40154	0.00713151
-6.20281	-3.40154	0.00713151
-6.00272	-3.40154	0.00713151
-5.80263	-3.40154	0.00713151
-5.60254	-3.40154	0.00713151
-5.40245	-3.40154	0.00713151
-5.20236	-3.40154	0.00713151
-5.00227	-3.40154	0.00713151
-4.80218	-3.40154	0.00713151
-4.60209	-3.40154	0.00713151
-4.402	-3.40154	0.00713151
-4.20191	-3.40154	0.00713151
-4.00182	-3.40154	0.00713151
-3.80172	-3.40154	0.00713151
-3.60163	-3.40154	0.00713151
-3.40154	-3.40154	0.00713151
-3.20145	-3.40154	0.00713151
-3.00136	-3.40154	0.00713151
-2.80127	-3.40154	0.00713151
-2.60118	-3.40154	0.00713151
-2.40109	-3.40154	0.00721156
-2.201	-3.40154	0.0112928
-2.00091	-3.40154	0.0173451
-1.80082	-3.40154	0.0223681
-1.60073	-3.40154	0.0267682
-1.40064	-3.40154	0.0319433
-1.20054	-3.40154	0.0374263
-1.00045	-3.40154	0.0425028
-0.800363	-3.40154	0.0463844
-0.600272	-3.40154	0.0484156
-0.400182	-3.40154	0.0482531
-0.200091	-3.40154	0.0459919
0	-3.40154	0.0422923
0.200091	-3.40154	0.0385952
0.400182	-3.40154	0.0367488
0.600272	-3.40154	0.0366896
0.800363	-3.40154	0.0365676
1.00045	-3.40154	0.0353271
1.20054	-3.40154	0.0328751
1.40064	-3.40154	0.0295635
1.60073	-3.40154	0.0258921
1.80082	-3.40154	0.0223208
2.00091	-3.40154	0.0179462
2.201	-3.40154	0.011766
2.40109	-3.40154	0.00724669
2.60118	-3.40154	0.00713151
2.80127	-3.40154	0.00713151
3.00136	-3.40154	0.00713151
3.20145	-3.40154	0.00713151
3.40154	-3.40154	0.00713151
3.60163	-3.40154	0.00713151
3.80172	-3.40154	0.00713151
4.00182	-3.40154	0.00713151
4.20191	-3.40154	0.00713151
4.402	-3.40154	0.00713151
4.60209	-3.40154	0.00713151
4.80218	-3.40154	0.00713151
